Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”,Name: “Table 1 of 1 on page 26 of 70”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,
,,,City of Portsmouth,City of Portsmouth,,,
,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,,,Capital Improvements,Capital Improvements,,,
,,Drainage and Street Improvements,Drainage and Street Improvements,Drainage and Street Improvements,,,
Project: 11607,Title: Bridge Repairs,,,,,Status: Active Project,
,Comprehensive Plan Information,,,,Project Location,,
CIE Project: N/A,Plan Reference:,,,District:,,,
LOS/Concurrency: N/A,Project Need: N/A,,,Location: Undefined,,,
,,,Programmed Funding,Programmed Funding,,,
Programmed,Appropriated,Budgeted,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,
Funding,To Date,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Future Funding
"3,094,292","2,471,631","115,997","121,664","125,000","130,000","130,000",0
,,,Description and Scope,Description and Scope,,,
This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,This project provides for engineering work and initiation of repairs required on the City's bridges. This is an ongoing project for preventive,,
"maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.","maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.","maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.","maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.","maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.","maintenance and includes localized painting, joint, structural and surface repairs, drainage cleaning and required safety inspections.",,
,,,Rationale,Rationale,,,
These continuing repairs will provide for the extension of the useful life of the seawall.,These continuing repairs will provide for the extension of the useful life of the seawall.,These continuing repairs will provide for the extension of the useful life of the seawall.,These continuing repairs will provide for the extension of the useful life of the seawall.,,,,
,,,Funding Strategy,Funding Strategy,,,
,Project Map,,,,Schedule of Activities,Schedule of Activities,
,,,,Project Activities,,From - To,Amount
,,,Project Management,Project Management,,07/05 - 06/18,"3,094,292"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"3,094,292"
,,,,,Means of Financing,,
,,,,,Funding Source,,Amount
,,,General Obligation Bonds,General Obligation Bonds,,,"2,431,981"
,,,Transfer from General Fund,Transfer from General Fund,,,"622,661"
,,,Other - Federal Funding,Other - Federal Funding,,,"39,650"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"3,094,292"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 26,14 - 26,,Capital Improvements,Capital Improvements
