Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”,Name: “Table 1 of 1 on page 58 of 70”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,
,,,City of Portsmouth,,,,
,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,,,Capital Improvements,Capital Improvements,,,
,,,Municipal Facilities,,,,
Project: 18707,Title: Judicial Facilities Improvements,Title: Judicial Facilities Improvements,,,,Status: Active Project,
,Comprehensive Plan Information,,,,Project Location,,
CIE Project: N/A,Plan Reference:,,,District:,,,
LOS/Concurrency: N/A,Project Need: N/A,,,Location:,,,
,,,Programmed Funding,,,,
Programmed,Appropriated,Budgeted,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,,
Funding,To Date,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Future Funding
"3,640,000","3,640,000",0,0,0,0,0,0
,,,Description and Scope,,,,
These funds will provide for onsite and offsite infrastructure improvements to support the new courthouse.,These funds will provide for onsite and offsite infrastructure improvements to support the new courthouse.,These funds will provide for onsite and offsite infrastructure improvements to support the new courthouse.,These funds will provide for onsite and offsite infrastructure improvements to support the new courthouse.,These funds will provide for onsite and offsite infrastructure improvements to support the new courthouse.,,,
,,,Rationale,,,,
,,,Funding Strategy,,,,
,Project Map,,,,Schedule of Activities,,
,,,,Project Activities,,From - To,Amount
,,,Project Management,,,01/00 - 01/00,"3,640,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"3,640,000"
,,,,,Means of Financing,,
,,,,Funding Source,,,Amount
,,,General Obligation Bonds,General Obligation Bonds,,,"2,500,000"
,,,Transfer from General Fund,Transfer from General Fund,,,"1,000,000"
,,,Sale of Property,,,,"140,000"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"3,640,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 58,,,Capital Improvements,Capital Improvements
