Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”,Name: “Table 1 of 1 on page 14 of 70”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,
,,,City of Portsmouth,,,,
,,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,,,Capital Improvements,Capital Improvements,,,
,,,Water,,,,
Project: 20112,Title: Dam Upgrades,Title: Dam Upgrades,,,Status: Active Project,Status: Active Project,
,Comprehensive Plan Information,Comprehensive Plan Information,,,Project Location,,
CIE Project: N/A,Plan Reference:,Plan Reference:,,District:,,,
LOS/Concurrency: N/A,Project Need: N/A,Project Need: N/A,,Location:,,,
,,,Programmed Funding,,,,
Programmed,Appropriated,Budgeted,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,,
Funding,To Date,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Future Funding
"5,500,000","4,000,000","1,500,000",0,0,0,0,0
,,,Description and Scope,,,,
These are several upgrades and improvements spread over a 3 year period at dams in Suffolk Lakes.,These are several upgrades and improvements spread over a 3 year period at dams in Suffolk Lakes.,These are several upgrades and improvements spread over a 3 year period at dams in Suffolk Lakes.,These are several upgrades and improvements spread over a 3 year period at dams in Suffolk Lakes.,,,,
New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,New Regulatory requirements require localities to enhance and strenghten earthen dams to meet new potential hazard requirements.,,
,,,Rationale,,,,
The City is currently operating under conditional certificates until work is completed that meets the new guidelines.,The City is currently operating under conditional certificates until work is completed that meets the new guidelines.,The City is currently operating under conditional certificates until work is completed that meets the new guidelines.,The City is currently operating under conditional certificates until work is completed that meets the new guidelines.,The City is currently operating under conditional certificates until work is completed that meets the new guidelines.,,,
,,,Funding Strategy,,,,
City to issue Bonds in FY12/13,,,,,,,
,Project Map,Project Map,,,Schedule of Activities,,
,,,,Project Activities,,From - To,Amount
,,,Project Management,,,01/00 - 06/14,"5,500,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"5,500,000"
,,,,,Means of Financing,,
,,,,Funding Source,,,Amount
,,,Public Utilities General Obligation Bonds,Public Utilities General Obligation Bonds,,,"4,300,000"
,,,Transfer from Public Utilities Fund,Transfer from Public Utilities Fund,,,"1,200,000"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"5,500,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 14,,,Capital Improvements,Capital Improvements
