Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”,Name: “Table 1 of 1 on page 72 of 239”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,
,,,LEGAL SERVICES,LEGAL SERVICES,LEGAL SERVICES,LEGAL SERVICES,,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2010,FY 2010,FY 2011,FY 2011,Change,Change,Change
,,FY 2008,,FY 2009,Revised,Revised,Adopted,Adopted,From 2010,From 2010,From 2010
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,-,n/a
Operating Expenses,,"126,216",,"159,390",,"113,250",,"104,000",,"(9,250)",-8.2%
Capital Outlay,,"1,185",,"1,398",,500,,500,,-,0.0%
Totals,$,"127,401",$,"160,788",$,"113,750",$,"104,500",$,"(9,250)",-8.1%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,
* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,* Practice preventive law on behalf of the City of Poquoson by regular meetings with the City Manager,
and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,and recommendations to improve the legal position of the City.,,,,,
* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,* Handle legal matters concerning the City in accordance with law in a timely and efficient manner.,
,,,,28,,,,,,,
