Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”,Name: “Table 1 of 1 on page 110 of 239”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,,
,,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2010,FY 2010,FY 2011,FY 2011,Change,Change,Change
,,FY 2008,,FY 2009,Revised,Revised,Adopted,Adopted,From 2010,From 2010,From 2010
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,n/a,n/a
Operating Expenses,,"45,223",,"43,670",,"42,330",,"43,138",,808,1.9%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"45,223",$,"43,670",$,"42,330",$,"43,138",$,808,1.9%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,
* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,* Continue to provide funding for the regional Public Health Department's services as well as $200 for the,
cost of the Medical Examiner.,cost of the Medical Examiner.,,,,,,,,,,
,,,,66,,,,,,,
