Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”,Name: “Table 1 of 1 on page 200 of 239”
Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189,Table: 189
,,,,,,,,,,,
PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,PARKS AND RECREATION FUND - SPECIAL EVENTS,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2010,FY 2010,FY 2011,FY 2011,Change,Change,Change
,FY 2008,FY 2008,FY 2009,FY 2009,Revised,Revised,Adopted,Adopted,From 2010,From 2010,From 2010
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,"16,796",$,"17,359",$,"16,600",$,"16,600",$,-,0.0%
Operating Expenses,,"120,518",,"135,052",,"120,200",,"113,950",,"(6,250)",-5.2%
Capital Outlay,,-,,-,,-,,-,,-,n/a
Totals,"$ 137,314","$ 137,314","$ 152,411","$ 152,411","$ 136,800","$ 136,800",$,"130,550",$,"(6,250)",-4.6%
Personnel Summary,,,,,,,,,,,
Existing part time staff work at various special events.,Existing part time staff work at various special events.,Existing part time staff work at various special events.,Existing part time staff work at various special events.,Existing part time staff work at various special events.,,,,,,,
Goals and Objectives,,,,,,,,,,,
* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,* Continue to generate revenues through fees and sponsorships to support the Seafood Festival and,
other special events.,,,,,,,,,,,
* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,* Provide safe family oriented events for the citizens of Poquoson including the Poquoson Seafood,
"Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.","Festival, Holiday Parade, Child Fest, Easter Egg Hunt and other seasonal celebrations.",
"* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival","* The 30th Poquoson Seafood Festival will be held October 15 - 17, 2010. Goals for this year's festival",
"include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and","include attracting 50,000 patrons, 215 vendors, regional entertainment, and increasing waterman and",
bay exhibits.,,,,,,,,,,,
,,,,156,156,156,,,,,
