Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”,Name: “Table 1 of 1 on page 130 of 239”
Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119
,,,,,,,,,,,
,,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2010,FY 2010,FY 2011,,Change,Change,Change
,FY 2008,FY 2008,,FY 2009,Revised,Revised,Adopted,,From 2010,From 2010,From 2010
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,n/a,n/a
Operating Expenses,,"5,325",,"5,450",,"25,050",,"49,900",,"24,850",99.2%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"5,325",$,"5,450",$,"25,050",$,"49,900",$,"24,850",99.2%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,
* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.,* Strengthen the employment and tax base of the community through economic development activities.
* Assist in the,marketing of the Big Woods and Messick Point.,marketing of the Big Woods and Messick Point.,marketing of the Big Woods and Messick Point.,marketing of the Big Woods and Messick Point.,marketing of the Big Woods and Messick Point.,marketing of the Big Woods and Messick Point.,,,,,
* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define,* Participate in regional planning efforts to establish and implement development opportunities and define
the region's priorities.,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in,An overall goal is to improve the competitiveness of the region especially in
employment and income growth.,employment and income growth.,employment and income growth.,,,,,,,,,
,,,,86,,,,,,,
