Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”,Name: “Table 1 of 1 on page 33 of 62”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,
,,Approved,Approved,Approved,,,
FY 2013 General Fund Expenditures by Area,FY 2013 General Fund Expenditures by Area,FY 2013 General Fund Expenditures by Area,FY 2013 General Fund Expenditures by Area,FY 2013 General Fund Expenditures by Area,FY 2013 General Fund Expenditures by Area,,
,,Executive Law,Executive Law,Constitutional,Constitutional,,
,,0.8%,0.5%,Officers,,,
,,Legislative,,0.7%,Judicial,,
,,0.6%,,,5.9%,,
,,,,,Elections,,
,,,,,0.1%,,
,,,,,,General,
,,,,,Management,Management,
,,,,,,4.7%,
,,,,Non Departmental,Non Departmental,,
,,,,Appropriations,Appropriations,Community,
,Education,Education,,,7.9%,Deevee looppmeentt,
,37.8%,37.8%,,,,1.1%,
,,,,Public Health and,Public Health and,,
,,,,Assistance,Assistance,,
,,,,,6.5%,,
,,,,Public Safety,,,
,Debt Service,Debt Service,Public,13.2%,,,
,,9.8%,Works,,,,
,,,5.3%,,,,
NNote:,PPercentages,hhave bbeen rounddedd andd may not totall to 110000.,hhave bbeen rounddedd andd may not totall to 110000.,hhave bbeen rounddedd andd may not totall to 110000.,hhave bbeen rounddedd andd may not totall to 110000.,,
,,,,Estimated General Fund Expenditures by Area,Estimated General Fund Expenditures by Area,Estimated General Fund Expenditures by Area,33
