Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”,Name: “Table 1 of 1 on page 1 of 10”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,
Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,Summary of Changes from Proposed to Adopted Budget,
,,,,,,,
"City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,","City Council adopted the FY 2013-14 Budget on May 14, 2013.  The Budget was adopted as Proposed,"
with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,with the exception of additional funding for School Operations and School Capital Projects.  The,
summary of changes is as follows:,summary of changes is as follows:,summary of changes is as follows:,,,,,
,,,,,,,
,,CITY OF PORTSMOUTH ADOPTED BUDGET,CITY OF PORTSMOUTH ADOPTED BUDGET,CITY OF PORTSMOUTH ADOPTED BUDGET,,,
,,FY 2013,FY 2013,FY 2014,FY 2014,Change from Proposed,Change from Proposed
,,Adopted,Amended,Proposed,Adopted,$ Change,% Change
,General Fund,"$223,225,100","$229,730,442","$231,385,811","$232,685,811","$1,300,000",0.6%
Other Operating Funds,,"156,626,385","156,626,385","156,123,560","156,123,560",0,0.0%
School Budget*,,"164,640,714","169,965,714","164,370,818","165,670,818","1,300,000",0.8%
,Combined CIP,"38,508,337","38,508,337","58,797,923","59,997,923","1,200,000",2.0%
,Total,"$583,000,536","$594,830,878","$610,678,112","$614,478,112","$3,800,000",0.6%
* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,* The Total School Budget was not available at time Proposed Budget was published.  The Proposed,
amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,amount reflects the total funds with the City Manager's recommended local funding level.,
,,,,,,,
The use of the additional Adopted appropriations is summarized below.,The use of the additional Adopted appropriations is summarized below.,The use of the additional Adopted appropriations is summarized below.,The use of the additional Adopted appropriations is summarized below.,The use of the additional Adopted appropriations is summarized below.,,,
,,,,,,,
Use of Additional Funding,Use of Additional Funding,Use of Additional Funding,,,,,
,General Fund,,,,,,
School Operations,School Operations,,,,"$1,300,000","$1,300,000",
School Budget,School Budget,,,,"1,300,000","1,300,000",
,Combined CIP,,,,,,
School Projects,School Projects,,,,"1,200,000","1,200,000",
Total Increase from Proposed,Total Increase from Proposed,Total Increase from Proposed,,,"$3,800,000","$3,800,000",
,,,,,,,
,,,,,,,
,,,1-1,,,,
,,,,,,,
